Frame,BoneName_Head_X,BoneName_Head_Y,BoneName_Head_Z,BoneName_Tail_X,BoneName_Tail_Y,BoneName_Tail_Z,BoneName_Rot_X,BoneName_Rot_Y,BoneName_Rot_Z,BoneName_Rot_W
35,mixamorig:RightForeArm,-57.748802185058594,253.53378295898438,53.35420227050781,-30.028942108154297,295.5163269042969,52.61953353881836,-0.2377290278673172,-0.0053744008764624596,-0.8996843695640564,0.3660929203033447
36,mixamorig:RightHand,-30.02886199951172,295.5163269042969,52.619537353515625,-27.77235221862793,317.5279846191406,48.85445785522461,-0.20816315710544586,0.20272639393806458,-0.13400794565677643,0.9419649243354797
37,mixamorig:RightHandMiddle1,-27.408416748046875,321.07855224609375,48.247135162353516,-26.39111328125,326.90008544921875,46.5092887878418,0.0583927184343338,0.006012446712702513,-0.034952614456415176,0.9976634979248047
38,mixamorig:RightHandMiddle2,-26.39113998413086,326.9000549316406,46.50929641723633,-24.780515670776367,333.77349853515625,44.73524475097656,0.006903370842337608,0.24841441214084625,0.033294204622507095,0.9680570960044861
39,mixamorig:RightHandMiddle3,-24.78053855895996,333.7734680175781,44.735191345214844,-23.57465934753418,340.3202819824219,41.36829376220703,0.09410184621810913,0.18812255561351776,-0.06261365115642548,0.9756202697753906
40,mixamorig:RightHandMiddle4,-23.574621200561523,340.3202819824219,41.368309020996094,-22.368741989135742,346.8670959472656,38.001407623291016,-3.2311742677852644e-27,0.0,0.0,1.0
41,mixamorig:RightHandThumb1,-28.71603775024414,303.56915283203125,43.84058380126953,-29.166345596313477,311.9230041503906,37.74839401245117,-0.17829065024852753,0.03813432157039642,-0.026020977646112442,0.982894241809845
42,mixamorig:RightHandThumb2,-29.166343688964844,311.9229736328125,37.7484016418457,-26.710891723632812,318.82373046875,33.29017639160156,0.08068229258060455,0.08391150087118149,0.14790868759155273,0.9821263551712036
43,mixamorig:RightHandThumb3,-26.710859298706055,318.82373046875,33.29020309448242,-22.14194107055664,319.53460693359375,29.2521915435791,0.3155576288700104,0.3797324597835541,0.2761651277542114,0.8245964646339417
44,mixamorig:RightHandThumb4,-22.14194107055664,319.53460693359375,29.2521915435791,-17.573020935058594,320.2454528808594,25.214160919189453,2.980232594040899e-08,1.1175872671742582e-08,7.450583261459087e-09,1.0
45,mixamorig:RightHandIndex1,-29.40191078186035,321.01629638671875,43.48404312133789,-28.03411293029785,327.419189453125,40.75815963745117,0.10052545368671417,0.02588975429534912,-0.07260462641716003,0.9919440150260925
46,mixamorig:RightHandIndex2,-28.034107208251953,327.419189453125,40.75815963745117,-27.070695877075195,333.91192626953125,37.31001663208008,-0.002167025813832879,-0.007729307748377323,-0.05289074778556824,0.9985681176185608
47,mixamorig:RightHandIndex3,-27.070720672607422,333.9118957519531,37.309993743896484,-25.39069366455078,338.3943786621094,34.556236267089844,0.08960860967636108,0.03731466457247734,0.029494933784008026,0.9948406219482422
48,mixamorig:RightHandIndex4,-25.39073371887207,338.39434814453125,34.55620574951172,-23.710708618164062,342.8768310546875,31.802448272705078,-3.2311742677852644e-27,0.0,0.0,1.0
49,mixamorig:RightHandRing1,-25.642770767211914,319.52618408203125,52.023136138916016,-22.84265899658203,325.6416015625,50.68670654296875,0.14927038550376892,-0.0064882696606218815,0.059689197689294815,0.9869718551635742
50,mixamorig:RightHandRing2,-22.84265899658203,325.6416015625,50.68670654296875,-18.816070556640625,320.5843811035156,48.4652214050293,0.7954775094985962,0.15528398752212524,0.21254687011241913,0.5458264946937561
51,mixamorig:RightHandRing3,-18.81611442565918,320.5843505859375,48.465179443359375,-22.590560913085938,316.0142822265625,47.42880630493164,0.6017969250679016,-0.21140049397945404,-0.11681917309761047,0.7612513899803162
52,mixamorig:RightHandRing4,-22.590560913085938,316.0142822265625,47.42880630493164,-26.365020751953125,311.4441833496094,46.39239501953125,-3.2311742677852644e-27,0.0,0.0,1.0
53,mixamorig:RightHandPinky1,-23.274505615234375,316.8466796875,56.24512481689453,-20.54905891418457,321.8871765136719,54.681846618652344,0.19386816024780273,-0.03851092606782913,0.03394908457994461,0.9796833992004395
54,mixamorig:RightHandPinky2,-20.549041748046875,321.88714599609375,54.68183135986328,-19.45865821838379,325.2509765625,53.390132904052734,-0.03207828477025032,0.40337660908699036,-0.09072384983301163,0.9099602699279785
55,mixamorig:RightHandPinky3,-19.458606719970703,325.2509765625,53.39012908935547,-13.938496589660645,325.3194274902344,50.211082458496094,0.29697996377944946,0.15129385888576508,0.4426107406616211,0.8324716687202454
56,mixamorig:RightHandPinky4,-13.938496589660645,325.3194274902344,50.211082458496094,-8.41839599609375,325.3878173828125,47.03199005126953,-3.2311742677852644e-27,0.0,0.0,1.0
57,mixamorig:LeftUpLeg,11.378568649291992,188.39268493652344,20.920574188232422,19.48531723022461,103.67256164550781,25.7794246673584,0.032205235213041306,-0.1107117310166359,0.06275589019060135,0.9913462996482849
58,mixamorig:LeftLeg,19.48531723022461,103.67256164550781,25.7794246673584,19.471956253051758,26.83478546142578,-11.881860733032227,-0.2363252341747284,0.05253295600414276,0.011737548746168613,0.970181941986084
59,mixamorig:LeftFoot,19.471956253051758,26.83478546142578,-11.881860733032227,27.022632598876953,3.5851306915283203,9.506704330444336,0.14908155798912048,-0.040056973695755005,-0.020652446895837784,0.9877973794937134
60,mixamorig:LeftToeBase,27.022632598876953,3.5851306915283203,9.506704330444336,30.54867935180664,3.179962396621704,28.238203048706055,0.023618193343281746,0.0004083173698745668,-4.8403624219872654e-08,0.9997209906578064
61,mixamorig:LeftToe_End,30.54867935180664,3.179962396621704,28.238203048706055,34.07472229003906,2.774796485900879,46.969703674316406,-3.291510175529311e-09,2.6336210989796882e-09,4.544061793509968e-10,1.0
62,mixamorig:RightUpLeg,-25.668006896972656,189.05868530273438,20.635499954223633,-20.125864028930664,105.19408416748047,32.05453872680664,0.04749119654297829,0.019634632393717766,0.044004589319229126,0.9977086782455444
63,mixamorig:RightLeg,-20.125864028930664,105.19408416748047,32.05453872680664,-24.57748031616211,24.675216674804688,3.8875999450683594,-0.1958485096693039,0.07144631445407867,-0.05994972959160805,0.9761888980865479
64,mixamorig:RightFoot,-24.57748031616211,24.675216674804688,3.8875999450683594,-38.932044982910156,3.18408203125,24.37748908996582,0.10657227039337158,0.18068574368953705,-0.09556722640991211,0.9730682969093323
65,mixamorig:RightToeBase,-38.932044982910156,3.18408203125,24.37748908996582,-50.436126708984375,3.782179832458496,40.36122512817383,0.009474048390984535,0.0013260709820315242,-1.0869277389247145e-07,0.9999542236328125
66,mixamorig:RightToe_End,-50.436126708984375,3.782179832458496,40.36122512817383,-61.94021224975586,4.380277156829834,56.3449592590332,2.527884745973097e-08,6.78661293829208e-10,-3.7034635358423884e-09,1.0
